集計年,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2012,E,製造業,31,輸送用機械器具製造業,30～34歳,26.6601,96.5078,416.4295
2012,E,製造業,31,輸送用機械器具製造業,35～39歳,29.6724,110.8281,466.8974
2012,E,製造業,31,輸送用機械器具製造業,40～44歳,34.3149,132.7644,544.5429
2012,E,製造業,31,輸送用機械器具製造業,45～49歳,38.5918,161.6633,624.7648
2012,E,製造業,31,輸送用機械器具製造業,50～54歳,42.6965,180.4677,692.8261
2012,E,製造業,31,輸送用機械器具製造業,55～59歳,41.5381,168.8454,667.3026
2012,E,製造業,31,輸送用機械器具製造業,60～64歳,25.8766,87.522,398.0412
2012,E,製造業,31,輸送用機械器具製造業,65～69歳,25.2136,40.2253,342.7882
2012,E,製造業,31,輸送用機械器具製造業,70歳～,21.7626,22.9557,284.107
2012,E,製造業,32,その他の製造業,年齢計,29.0111,72.7669,420.8997
2012,E,製造業,32,その他の製造業,～19歳,17.2773,11.0139,218.3417
2012,E,製造業,32,その他の製造業,20～24歳,19.5152,40.7936,274.9763
2012,E,製造業,32,その他の製造業,25～29歳,22.595,60.8754,332.0159
2012,E,製造業,32,その他の製造業,30～34歳,25.7105,63.483,372.0091
2012,E,製造業,32,その他の製造業,35～39歳,29.2123,75.5449,426.0928
2012,E,製造業,32,その他の製造業,40～44歳,32.1813,79.8838,466.0588
2012,E,製造業,32,その他の製造業,45～49歳,32.2846,86.4414,473.8567
2012,E,製造業,32,その他の製造業,50～54歳,34.3023,94.4487,506.0762
2012,E,製造業,32,その他の製造業,55～59歳,36.7877,99.1831,540.635
2012,E,製造業,32,その他の製造業,60～64歳,24.6022,42.5371,337.7632
2012,E,製造業,32,その他の製造業,65～69歳,24.4245,21.5894,314.6832
2012,E,製造業,32,その他の製造業,70歳～,23.0858,18.1768,295.2064
2012,G,情報通信業,39,情報サービス業,年齢計,39.7884,128.8793,606.3397
2012,G,情報通信業,39,情報サービス業,～19歳,15.7042,10.7412,199.1919
2012,G,情報通信業,39,情報サービス業,20～24歳,21.6031,36.4243,295.6612
2012,G,情報通信業,39,情報サービス業,25～29歳,25.1041,65.0685,366.3183
2012,G,情報通信業,39,情報サービス業,30～34歳,29.9965,88.4286,448.3867
2012,G,情報通信業,39,情報サービス業,35～39歳,37.6151,115.9642,567.3456
2012,G,情報通信業,39,情報サービス業,40～44歳,43.0833,153.3635,670.3633
2012,G,情報通信業,39,情報サービス業,45～49歳,51.332,178.5855,794.5695
2012,G,情報通信業,39,情報サービス業,50～54歳,60.2742,208.6774,931.9677
2012,G,情報通信業,39,情報サービス業,55～59歳,55.8649,203.1123,873.4909
2012,G,情報通信業,39,情報サービス業,60～64歳,29.7817,67.8992,425.2799
2012,G,情報通信業,39,情報サービス業,65～69歳,40.0911,189.0436,670.1369
2012,G,情報通信業,39,情報サービス業,70歳～,30.7591,0,369.1091
2012,I,卸売業，小売業,I1,卸売業,年齢計,32.3342,98.7303,486.7405
2012,I,卸売業，小売業,I1,卸売業,～19歳,16.6933,7.3097,207.6288
2012,I,卸売業，小売業,I1,卸売業,20～24歳,20.5391,34.0419,280.5113
2012,I,卸売業，小売業,I1,卸売業,25～29歳,23.5838,68.7706,351.7758
2012,I,卸売業，小売業,I1,卸売業,30～34歳,27.2903,82.1732,409.6566
2012,I,卸売業，小売業,I1,卸売業,35～39歳,31.6604,102.3951,482.3197
2012,I,卸売業，小売業,I1,卸売業,40～44歳,35.9977,118.6185,550.5904
2012,I,卸売業，小売業,I1,卸売業,45～49歳,39.3848,132.7366,605.3537
2012,I,卸売業，小売業,I1,卸売業,50～54歳,41.2864,135.6465,631.0829
2012,I,卸売業，小売業,I1,卸売業,55～59歳,40.537,125.3246,611.7682
2012,I,卸売業，小売業,I1,卸売業,60～64歳,28.2148,51.5487,390.1267
2012,I,卸売業，小売業,I1,卸売業,65～69歳,26.872,35.3603,357.8245
2012,I,卸売業，小売業,I1,卸売業,70歳～,23.0238,16.5727,292.858
2012,I,卸売業，小売業,I2,小売業,年齢計,26.6753,58.862,378.9662
2012,I,卸売業，小売業,I2,小売業,～19歳,15.2154,3.0385,185.6235
2012,I,卸売業，小売業,I2,小売業,20～24歳,18.9323,24.3421,251.5296
2012,I,卸売業，小売業,I2,小売業,25～29歳,21.6112,45.5551,304.8898
2012,I,卸売業，小売業,I2,小売業,30～34歳,24.9353,58.6479,357.8718
2012,I,卸売業，小売業,I2,小売業,35～39歳,27.9215,67.9942,403.0521
2012,I,卸売業，小売業,I2,小売業,40～44歳,30.6603,76.8661,444.79
2012,I,卸売業，小売業,I2,小売業,45～49歳,32.2431,75.8434,462.7603
2012,I,卸売業，小売業,I2,小売業,50～54歳,32.2805,79.3784,466.7439
2012,I,卸売業，小売業,I2,小売業,55～59歳,30.6049,66.5269,433.7855
2012,I,卸売業，小売業,I2,小売業,60～64歳,22.8309,24.9801,298.9509
2012,I,卸売業，小売業,I2,小売業,65～69歳,21.601,16.252,275.464
2012,I,卸売業，小売業,I2,小売業,70歳～,20.9647,9.4881,261.0643
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,年齢計,36.3078,89.1187,524.8128
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,～19歳,15.7514,2.7871,191.8043
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,20～24歳,20.4869,25.2714,271.1139
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,25～29歳,25.8002,58.193,367.7952
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,30～34歳,32.2123,72.6724,459.22
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,35～39歳,36.7337,88.0022,528.8065
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,40～44歳,40.1555,102.4416,584.3071
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,45～49歳,45.4204,120.0423,665.0871
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,50～54歳,46.093,118.3127,671.4287
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,55～59歳,48.7506,130.0833,715.0906
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,60～64歳,36.3532,111.612,547.85
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,65～69歳,41.6045,102.064,601.3184
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,70歳～,39.8913,98.1054,576.8011
2012,L,学術研究，専門・技術サービス業,73,広告業,年齢計,38.9593,84.7271,552.2384
2012,L,学術研究，専門・技術サービス業,73,広告業,～19歳,16.76,0,201.12
2012,L,学術研究，専門・技術サービス業,73,広告業,20～24歳,23.0753,16.8264,293.7302
2012,L,学術研究，専門・技術サービス業,73,広告業,25～29歳,28.0354,53.3939,389.8191
2012,L,学術研究，専門・技術サービス業,73,広告業,30～34歳,33.5798,68.4773,471.4347
2012,L,学術研究，専門・技術サービス業,73,広告業,35～39歳,38.0128,89.391,545.5444
2012,L,学術研究，専門・技術サービス業,73,広告業,40～44歳,45.9321,121.5627,672.7476
2012,L,学術研究，専門・技術サービス業,73,広告業,45～49歳,51.3381,107.9254,723.9821
2012,L,学術研究，専門・技術サービス業,73,広告業,50～54歳,56.5825,141.8635,820.8539
2012,L,学術研究，専門・技術サービス業,73,広告業,55～59歳,53.3902,128.0105,768.6933
2012,L,学術研究，専門・技術サービス業,73,広告業,60～64歳,34.5314,60.3433,474.7198
2012,L,学術研究，専門・技術サービス業,73,広告業,65～69歳,33.1892,14.3028,412.5732
2012,L,学術研究，専門・技術サービス業,73,広告業,70歳～,20.256,7.496,250.568
2012,M,宿泊業，飲食サービス業,75,宿泊業,年齢計,23.011,24.2711,300.4028
2012,M,宿泊業，飲食サービス業,75,宿泊業,～19歳,15.0554,3.1852,183.8505
2012,M,宿泊業，飲食サービス業,75,宿泊業,20～24歳,17.1133,11.3491,216.7087
2012,M,宿泊業，飲食サービス業,75,宿泊業,25～29歳,19.3013,22.2209,253.8361
2012,M,宿泊業，飲食サービス業,75,宿泊業,30～34歳,21.3795,24.1428,280.6963
2012,M,宿泊業，飲食サービス業,75,宿泊業,35～39歳,24.3279,29.9543,321.8896
2012,M,宿泊業，飲食サービス業,75,宿泊業,40～44歳,26.6382,34.3609,354.0193
2012,M,宿泊業，飲食サービス業,75,宿泊業,45～49歳,28.0707,33.893,370.7416
2012,M,宿泊業，飲食サービス業,75,宿泊業,50～54歳,27.557,31.486,362.1699
2012,M,宿泊業，飲食サービス業,75,宿泊業,55～59歳,25.576,24.9295,331.8418
2012,M,宿泊業，飲食サービス業,75,宿泊業,60～64歳,21.1917,12.3354,266.6358
2012,M,宿泊業，飲食サービス業,75,宿泊業,65～69歳,17.5158,5.5159,215.7059
2012,M,宿泊業，飲食サービス業,75,宿泊業,70歳～,16.645,5.889,205.6296
2012,N,生活関連サービス業，娯楽業,80,娯楽業,年齢計,25.9141,41.2869,352.2557
2012,N,生活関連サービス業，娯楽業,80,娯楽業,～19歳,17.7309,3.0272,215.798
2012,N,生活関連サービス業，娯楽業,80,娯楽業,20～24歳,19.8167,13.6702,251.4705
2012,N,生活関連サービス業，娯楽業,80,娯楽業,25～29歳,22.5947,29.8731,301.01
2012,N,生活関連サービス業，娯楽業,80,娯楽業,30～34歳,27.1464,50.4026,376.1597
2012,N,生活関連サービス業，娯楽業,80,娯楽業,35～39歳,29.8076,58.8857,416.577
2012,N,生活関連サービス業，娯楽業,80,娯楽業,40～44歳,31.2059,66.9053,441.3756
2012,N,生活関連サービス業，娯楽業,80,娯楽業,45～49歳,31.8807,66.9226,449.4916
2012,N,生活関連サービス業，娯楽業,80,娯楽業,50～54歳,30.7805,54.3847,423.7506
2012,N,生活関連サービス業，娯楽業,80,娯楽業,55～59歳,27.728,43.3011,376.0375
2012,N,生活関連サービス業，娯楽業,80,娯楽業,60～64歳,21.4316,15.0953,272.2744
2012,N,生活関連サービス業，娯楽業,80,娯楽業,65～69歳,18.2819,7.6898,227.0727
2012,N,生活関連サービス業，娯楽業,80,娯楽業,70歳～,20.4944,5.6783,251.6114
2012,O,教育，学習支援業,81,学校教育,年齢計,40.8189,155.1611,644.9884
2012,O,教育，学習支援業,81,学校教育,～19歳,14.5805,4.9515,179.9175
2012,O,教育，学習支援業,81,学校教育,20～24歳,20.1571,40.0127,281.8981
2012,O,教育，学習支援業,81,学校教育,25～29歳,24.0071,68.5858,356.671
2012,O,教育，学習支援業,81,学校教育,30～34歳,31.0046,95.8291,467.8847
2012,O,教育，学習支援業,81,学校教育,35～39歳,37.0662,127.9312,572.7256
2012,O,教育，学習支援業,81,学校教育,40～44歳,41.952,160.5575,663.9819
2012,O,教育，学習支援業,81,学校教育,45～49歳,46.3074,184.6407,740.3293
2012,O,教育，学習支援業,81,学校教育,50～54歳,51.1774,213.744,827.8726
2012,O,教育，学習支援業,81,学校教育,55～59歳,54.1007,232.4242,881.6324
2012,O,教育，学習支援業,81,学校教育,60～64歳,53.6709,232.4374,876.4888
2012,O,教育，学習支援業,81,学校教育,65～69歳,52.9829,224.6182,860.4132
2012,O,教育，学習支援業,81,学校教育,70歳～,41.4115,141.6385,638.576
2012,O,教育，学習支援業,82,その他の教育，学習支援業,年齢計,28.4495,62.6667,404.0609
2012,O,教育，学習支援業,82,その他の教育，学習支援業,～19歳,14.94,3.3424,182.6224
2012,O,教育，学習支援業,82,その他の教育，学習支援業,20～24歳,19.5001,15.3385,249.3402
2012,O,教育，学習支援業,82,その他の教育，学習支援業,25～29歳,22.6819,40.2795,312.4629
2012,O,教育，学習支援業,82,その他の教育，学習支援業,30～34歳,26.343,54.377,370.4936
2012,O,教育，学習支援業,82,その他の教育，学習支援業,35～39歳,29.3271,67.7722,419.6969
2012,O,教育，学習支援業,82,その他の教育，学習支援業,40～44歳,30.9046,74.6203,445.4757
2012,O,教育，学習支援業,82,その他の教育，学習支援業,45～49歳,34.4607,87.1016,500.6294
2012,O,教育，学習支援業,82,その他の教育，学習支援業,50～54歳,37.4236,103.8552,552.9386
2012,O,教育，学習支援業,82,その他の教育，学習支援業,55～59歳,33.4426,84.1163,485.4276
2012,O,教育，学習支援業,82,その他の教育，学習支援業,60～64歳,27.7858,62.7894,396.2186
2012,O,教育，学習支援業,82,その他の教育，学習支援業,65～69歳,25.556,26.8832,333.5548
2012,O,教育，学習支援業,82,その他の教育，学習支援業,70歳～,29.5528,29.1958,383.8292
2012,P,医療，福祉,83,医療業,年齢計,30.9864,73.1628,444.9994
2012,P,医療，福祉,83,医療業,～19歳,15.943,10.997,202.3131
2012,P,医療，福祉,83,医療業,20～24歳,21.6854,37.0997,297.3247
2012,P,医療，福祉,83,医療業,25～29歳,24.6717,59.6442,355.7043
2012,P,医療，福祉,83,医療業,30～34歳,27.7663,67.6951,400.8906
2012,P,医療，福祉,83,医療業,35～39歳,31.6005,73.4229,452.6286
2012,P,医療，福祉,83,医療業,40～44歳,33.1024,84.2775,481.5058
2012,P,医療，福祉,83,医療業,45～49歳,35.87,87.1932,517.6327
2012,P,医療，福祉,83,医療業,50～54歳,38.1606,102.2906,560.218
2012,P,医療，福祉,83,医療業,55～59歳,39.6875,96.2992,572.5497
2012,P,医療，福祉,83,医療業,60～64歳,36.7614,70.9932,512.1301
2012,P,医療，福祉,83,医療業,65～69歳,40.7668,62.7289,551.9309
2012,P,医療，福祉,83,医療業,70歳～,58.2908,62.1316,761.6217
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,年齢計,21.8236,15.2911,277.1745
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,～19歳,16.6995,0.0667,200.4605
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,20～24歳,17.3713,3.3322,211.7878
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,25～29歳,19.957,11.3298,250.8144
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,30～34歳,21.675,15.8334,275.9335
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,35～39歳,22.6433,19.5735,291.2928
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,40～44歳,22.1099,14.3581,279.6773
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,45～49歳,23.2732,15.1383,294.4169
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,50～54歳,23.6402,22.8727,306.5548
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,55～59歳,24.9549,26.8939,326.3532
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,60～64歳,24.4131,16.4852,309.4428
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,65～69歳,20.3991,6.7662,251.5553
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,70歳～,18.633,6.176,229.772
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,年齢計,23.4408,42.5097,323.7989
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,～19歳,16.1662,6.6654,200.6593
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,20～24歳,18.7577,22.5623,247.6545
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,25～29歳,21.6193,39.7802,299.2112
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,30～34歳,23.6688,46.1746,330.2005
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,35～39歳,25.9223,55.0859,366.1534
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,40～44歳,26.2739,57.6298,372.9167
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,45～49歳,26.375,53.6617,370.1614
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,50～54歳,26.3137,51.7263,367.4903
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,55～59歳,23.9878,45.2047,333.0584
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,60～64歳,19.732,21.5456,258.3293
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,65～69歳,17.4993,8.1108,218.1021
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,70歳～,16.4926,4.7053,202.6166
2013,E,製造業,09,食料品製造業,年齢計,22.1653,42.6635,308.6476
2013,E,製造業,09,食料品製造業,～19歳,15.633,5.07,192.6655
2013,E,製造業,09,食料品製造業,20～24歳,17.2653,27.9999,235.1838
2013,E,製造業,09,食料品製造業,25～29歳,19.3425,39.2663,271.3761
2013,E,製造業,09,食料品製造業,30～34歳,22.2771,48.2294,315.5545
2013,E,製造業,09,食料品製造業,35～39歳,23.4318,53.3412,334.5229
2013,E,製造業,09,食料品製造業,40～44歳,25.3985,60.9893,365.7711
2013,E,製造業,09,食料品製造業,45～49歳,25.2005,49.1584,351.5645
2013,E,製造業,09,食料品製造業,50～54歳,25.1738,47.344,349.4293
2013,E,製造業,09,食料品製造業,55～59歳,23.3495,42.5922,322.7857
2013,E,製造業,09,食料品製造業,60～64歳,17.2416,18.0613,224.9606
2013,E,製造業,09,食料品製造業,65～69歳,17.1728,10.0827,216.156
2013,E,製造業,09,食料品製造業,70歳～,14.5827,4.0191,179.0113
2013,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,28.6013,93.6546,436.8703
2013,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,17.0019,19.8935,223.9165
2013,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,19.7765,51.1297,288.4477
2013,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,22.1737,67.961,334.0455
2013,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,25.0659,83.3089,384.0998
2013,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,27.8489,95.3118,429.4982
2013,E,製造業,10,飲料・たばこ・飼料製造業,40～44歳,31.698,110.6268,491.0031
2013,E,製造業,10,飲料・たばこ・飼料製造業,45～49歳,33.8253,121.8432,527.7472
2013,E,製造業,10,飲料・たばこ・飼料製造業,50～54歳,35.3666,124.5484,548.9472
2013,E,製造業,10,飲料・たばこ・飼料製造業,55～59歳,34.7731,115.5557,532.8327
2013,E,製造業,10,飲料・たばこ・飼料製造業,60～64歳,23.5486,51.5912,334.1743
2013,E,製造業,10,飲料・たばこ・飼料製造業,65～69歳,21.6121,28.4635,287.8088
2013,E,製造業,10,飲料・たばこ・飼料製造業,70歳～,20.6311,15.1267,262.7
2013,E,製造業,11,繊維工業,年齢計,22.4682,46.0164,315.6345
2013,E,製造業,11,繊維工業,～19歳,14.6354,6.6557,182.2801
2013,E,製造業,11,繊維工業,20～24歳,16.0974,21.1161,214.285
2013,E,製造業,11,繊維工業,25～29歳,18.2873,37.9588,257.4062
2013,E,製造業,11,繊維工業,30～34歳,20.335,42.0867,286.1065
2013,E,製造業,11,繊維工業,35～39歳,23.367,55.0134,335.4175
2013,E,製造業,11,繊維工業,40～44歳,25.5717,62.4053,369.2653
2013,E,製造業,11,繊維工業,45～49歳,27.924,73.5592,408.6466
2013,E,製造業,11,繊維工業,50～54歳,26.7615,56.6528,377.7913
2013,E,製造業,11,繊維工業,55～59歳,22.7447,39.3402,312.2764
2013,E,製造業,11,繊維工業,60～64歳,19.6838,22.5678,258.7734
2013,E,製造業,11,繊維工業,65～69歳,18.6935,13.1142,237.4367
2013,E,製造業,11,繊維工業,70歳～,14.9179,6.7938,185.8092
2013,E,製造業,12,木材・木製品製造業（家具を除く）,年齢計,23.6849,44.6829,328.9012
2013,E,製造業,12,木材・木製品製造業（家具を除く）,～19歳,16.3117,7.1498,202.8902
2013,E,製造業,12,木材・木製品製造業（家具を除く）,20～24歳,17.6758,29.4997,241.6095
2013,E,製造業,12,木材・木製品製造業（家具を除く）,25～29歳,19.4511,36.5555,269.9687
2013,E,製造業,12,木材・木製品製造業（家具を除く）,30～34歳,21.2959,46.5377,302.0882
2013,E,製造業,12,木材・木製品製造業（家具を除く）,35～39歳,24.2374,49.9384,340.7866
2013,E,製造業,12,木材・木製品製造業（家具を除く）,40～44歳,26.3984,52.4998,369.2808
2013,E,製造業,12,木材・木製品製造業（家具を除く）,45～49歳,27.3304,57.5871,385.5523
2013,E,製造業,12,木材・木製品製造業（家具を除く）,50～54歳,26.7205,51.0034,371.6491
2013,E,製造業,12,木材・木製品製造業（家具を除く）,55～59歳,26.8819,54.1086,376.6918
2013,E,製造業,12,木材・木製品製造業（家具を除く）,60～64歳,21.8428,24.42,286.5342
2013,E,製造業,12,木材・木製品製造業（家具を除く）,65～69歳,19.8014,14.8223,252.439
2013,E,製造業,12,木材・木製品製造業（家具を除く）,70歳～,17.3957,7.3452,216.093
2013,E,製造業,13,家具・装備品製造業,年齢計,25.6739,48.7694,356.8566
2013,E,製造業,13,家具・装備品製造業,～19歳,16.8119,10.9265,212.6695
2013,E,製造業,13,家具・装備品製造業,20～24歳,18.0305,27.9333,244.2988
2013,E,製造業,13,家具・装備品製造業,25～29歳,20.7554,36.99,286.0549
2013,E,製造業,13,家具・装備品製造業,30～34歳,23.9451,47.2933,334.6347
2013,E,製造業,13,家具・装備品製造業,35～39歳,25.7192,53.3329,361.9639
2013,E,製造業,13,家具・装備品製造業,40～44歳,28.6454,64.1075,407.8522
2013,E,製造業,13,家具・装備品製造業,45～49歳,29.0035,58.1989,406.2404
2013,E,製造業,13,家具・装備品製造業,50～54歳,31.2524,64.5003,439.5289
2013,E,製造業,13,家具・装備品製造業,55～59歳,28.4712,50.9835,392.6375
2013,E,製造業,13,家具・装備品製造業,60～64歳,22.7176,26.6752,299.2859
2013,E,製造業,13,家具・装備品製造業,65～69歳,23.3946,21.4094,302.145
2013,E,製造業,13,家具・装備品製造業,70歳～,19.9966,22.1884,262.1475
2013,E,製造業,14,パルプ・紙・紙加工品製造業,年齢計,26.6785,75.3765,395.518
2013,E,製造業,14,パルプ・紙・紙加工品製造業,～19歳,17.0064,19.582,223.659
2013,E,製造業,14,パルプ・紙・紙加工品製造業,20～24歳,18.8537,48.7088,274.9538
2013,E,製造業,14,パルプ・紙・紙加工品製造業,25～29歳,21.1394,54.3079,307.981
2013,E,製造業,14,パルプ・紙・紙加工品製造業,30～34歳,24.0597,66.1779,354.8939
2013,E,製造業,14,パルプ・紙・紙加工品製造業,35～39歳,26.3621,70.8114,387.1563
2013,E,製造業,14,パルプ・紙・紙加工品製造業,40～44歳,29.6669,94.0653,450.0682
2013,E,製造業,14,パルプ・紙・紙加工品製造業,45～49歳,30.9638,94.3257,465.891
2013,E,製造業,14,パルプ・紙・紙加工品製造業,50～54歳,31.9806,98.6166,482.3839
2013,E,製造業,14,パルプ・紙・紙加工品製造業,55～59歳,30.7674,87.0494,456.2586
2013,E,製造業,14,パルプ・紙・紙加工品製造業,60～64歳,21.6041,47.5804,306.8295
2013,E,製造業,14,パルプ・紙・紙加工品製造業,65～69歳,25.4089,41.4966,346.4039
2013,E,製造業,14,パルプ・紙・紙加工品製造業,70歳～,24.7663,27.2407,324.4367
2013,E,製造業,15,印刷・同関連業,年齢計,26.9891,49.0557,372.9249
2013,E,製造業,15,印刷・同関連業,～19歳,16.7033,6.9453,207.3851
2013,E,製造業,15,印刷・同関連業,20～24歳,18.7769,23.6606,248.9834
2013,E,製造業,15,印刷・同関連業,25～29歳,21.2563,40.2217,295.2972
2013,E,製造業,15,印刷・同関連業,30～34歳,23.9044,43.8458,330.6992
2013,E,製造業,15,印刷・同関連業,35～39歳,26.9277,53.958,377.0906
2013,E,製造業,15,印刷・同関連業,40～44歳,28.6443,56.8977,400.6297
2013,E,製造業,15,印刷・同関連業,45～49歳,30.9518,60.1271,431.5482
2013,E,製造業,15,印刷・同関連業,50～54歳,33.4185,64.1707,465.193
2013,E,製造業,15,印刷・同関連業,55～59歳,32.3872,53.7393,442.3852
2013,E,製造業,15,印刷・同関連業,60～64歳,23.7666,18.1738,303.3733
2013,E,製造業,15,印刷・同関連業,65～69歳,26.6159,10.4509,329.8414
2013,E,製造業,15,印刷・同関連業,70歳～,22.8856,7.3817,282.0094
2013,E,製造業,16,化学工業,年齢計,34.7873,142.4198,559.8669
2013,E,製造業,16,化学工業,～19歳,17.9262,28.9524,244.067
2013,E,製造業,16,化学工業,20～24歳,20.3647,63.6098,307.9863
2013,E,製造業,16,化学工業,25～29歳,24.1363,84.3245,373.9598
2013,E,製造業,16,化学工業,30～34歳,28.23,111.2635,450.0233
2013,E,製造業,16,化学工業,35～39歳,32.6468,130.906,522.6678
2013,E,製造業,16,化学工業,40～44歳,37.4412,163.3107,612.6049
2013,E,製造業,16,化学工業,45～49歳,44.1584,195.0593,724.9598
2013,E,製造業,16,化学工業,50～54歳,45.8188,203.1261,752.9519
2013,E,製造業,16,化学工業,55～59歳,43.6265,189.0116,712.5293
2013,E,製造業,16,化学工業,60～64歳,28.7446,84.0496,428.9847
2013,E,製造業,16,化学工業,65～69歳,33.1983,57.7708,456.1508
2013,E,製造業,16,化学工業,70歳～,22.6903,19.5397,291.8232
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,年齢計,25.9492,65.5661,376.9564
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,～19歳,17.463,13.3039,222.86
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,20～24歳,17.9078,36.195,251.088
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,25～29歳,21.1576,52.309,306.1997
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,30～34歳,23.8649,62.7128,349.0915
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,35～39歳,25.947,71.8551,383.2196
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,40～44歳,28.7337,77.8933,422.698
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,45～49歳,31.2811,88.8071,464.1808
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,50～54歳,29.5685,78.2652,433.0871
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,55～59歳,31.1797,78.2722,452.4288
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,60～64歳,23.3092,32.7285,312.4394
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,65～69歳,23.3606,23.6198,303.9469
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,70歳～,19.0897,25.9876,255.0638
2013,E,製造業,19,ゴム製品製造業,年齢計,27.7952,95.2043,428.7471
2013,E,製造業,19,ゴム製品製造業,～19歳,17.3696,18.6805,227.1157
2013,E,製造業,19,ゴム製品製造業,20～24歳,18.9191,51.5269,278.5564
2013,E,製造業,19,ゴム製品製造業,25～29歳,22.2937,67.3623,334.8866
2013,E,製造業,19,ゴム製品製造業,30～34歳,24.9884,84.0964,383.9571
2013,E,製造業,19,ゴム製品製造業,35～39歳,27.8821,99.7502,434.3357
2013,E,製造業,19,ゴム製品製造業,40～44歳,30.4957,108.5828,474.531
2013,E,製造業,19,ゴム製品製造業,45～49歳,33.2011,123.5554,521.9683
2013,E,製造業,19,ゴム製品製造業,50～54歳,33.9984,120.2999,528.2809
2013,E,製造業,19,ゴム製品製造業,55～59歳,34.0834,130.8936,539.8938
2013,E,製造業,19,ゴム製品製造業,60～64歳,22.3498,62.0253,330.2225
2013,E,製造業,19,ゴム製品製造業,65～69歳,18.8624,24.466,250.8153
2013,E,製造業,19,ゴム製品製造業,70歳～,14.4421,12.3693,185.675
2013,E,製造業,21,窯業・土石製品製造業,年齢計,28.0876,67.6804,404.7311
2013,E,製造業,21,窯業・土石製品製造業,～19歳,16.936,15.91,219.1416
